English,Korean
Open the Map.,지도를 여세요.
You can see the marker in the world. Click the arrow to bring up options or remove it.,지도에서 마커를 확인 할 수 있습니다. 화살표를 눌러 세부 옵션을 띄우거나 숨길 수 있습니다.
Tools,도구
You received,다음을 획득
Unauthorized\n,승인되지 않음\n
Username,유저 이름
Authorized\n,권한 있음\n
password,비밀번호
Logging in...,로그인 중...
calorie consumption,칼로리 소비량
Decreases,감소
damage,데미지
Increases,증가
repair cost,수리 비용
harvest yield,수확량
{0} Recipe,{0} 제작법
craft time,제작 시간
You,당신
carry weight,운반 중량
calorie cost,칼로리 소모 비용
how close you can approach animals,동물에게 얼마나 접근 할 수 있는지
Bucks,달러
Queued Projects,대기 중인 작업 주문들
Currency Exchange is disabled (room requirements not met?),환전소가 비활성화 상태입니다(방 요구 사항이 충족되지 않았을 지도 모릅니다)
Selling,판매
Buying,구매
Balances,잔고
Click to give player reputation.,클릭하여 다른 플레이어에게 평판을 매기세요.
payment,지불
value,값
Variants,변종
Tier {0},{0} 등급
{0} output,{0} 출력
Plots,필지
Weight: {0}kg,무게: {0}kg
This item can only be carried.,이 물품은 손에만 들 수 있습니다.
Crafted At,만드는 곳
Harvested from,다음에서 수확됨
Buy it at,판매중인 상점
Sell it at,구매중인 상점
Used in,다음 목록에서 사용됨
Requires {0},{0}이(가) 필요
Ingredients,재료
Products,제품
No benefits from skills,기술에 의한 혜택 없음
Ask an Expert To Craft It,전문가에게 제작을 요청하세요
{0} Project,작업 {0}
Status,상태
Recipes,제작법
Click to send a private message,개인 메시지를 보내려면 클릭
Welcome to Eco!,Eco에 오신걸 환영합니다!
Welcome back to Eco!,Eco에 다시 오신걸 환영합니다!
World age: {0},세계 나이: {0}
Click to view in the skill window,기술 창에서 보려면 클릭
Unlocks,잠금 해제
Benefits,혜택
Top Users,상위 플레이어
Skills,기술
Produces,획득 가능
and {0:count} more {1:items},그리고 {0:count}개의 {1:items}
Eyes,눈
Torso,몸통
Hips,엉덩이
Limbs,팔 다리
Jaw,턱
Hide from the animals!,동물에게서 숨으세요!
"Capri pants (also known as three quarter pants, capris, crop pants, pedal pushers, clam-diggers, flood pants, jams, highwaters, culottes, or toreador pants) are pants that are longer than shorts but are not as long as trousers.","칠부바지는 반바지보다는 길지만, 일반 바지보다는 짧다는 게 특징입니다."
Dorky sombrero that doesn't fit anyone. You feel embarrassed to wear it.,누구에게도 어울리지 않을 바보같은 솜브레로 멕시칸 모자입니다. 쓰고 다니기에 민망해 보입니다.
Cool piratey shirt that makes your biceps look bigger than they really are.,당신의 이두박근을 좀 더 크게 보이게 해주는 멋진 해적 셔츠입니다.
"Basic, ordinary, every day, run of the mill, nondescript, conventional, commonplace, humdrum, standard, middle-of-the-road, garden-variety low-top shoes.",기본이라 평범하여도 무난하니 일반적이고 특출난 게 없어 전통을 따르니 흔해 빠지어 단조로워도 표준이 되어 중용을 취하니 모난 게 하나 없는 로우탑 운동화이올시다.
The hair with a completely normal amount of flare.,완벽하게 정상적인 양의 머리숱이 있는 머리입니다.
The haircut your mom always made you get before you realized you could make your own decisions.,당신이 어떻게 해달라고 하기 전에 엄마가 집에서 깎아 버려 완성되는 그런 머리 스타일입니다.
Belt with a square buckle.,사각 버클이 있는 벨트입니다.
"Knee-high boots are boots that rise to the knee, or slightly thereunder. They are generally tighter around the leg shaft and ankle than at the top.",무릎 높이나 그보다 약간 아래까지 올라오는 부츠. 일반적으로 무릎보다 종아리와 발목 부분을 더욱 조인다.
"Sturdy pair of slim-fit pants. Trousers are an item of clothing worn from the waist to the ankles, covering both legs separately (rather than with cloth extending across both legs as in robes, skirts, and dresses).","몸에 착 달라붙는 튼튼한 바지로, 두 다리가 분리되어 허리부터 발목까지 감싸주는 옷 (로브, 치마, 드레스 같이 옷감 통째로 두 다리 전체를 덮지 않음)."
Lighter pack that causes lower calorie consumption.,가벼운 가방은 칼로리 소비량을 감소시킵니다.
Powdered acorn.,곱게 빻은 도토리 가루.
A trussed roast baked to perfection.,모양이 잘 잡힌 완벽하게 구운 고기.
A dense whole wheat unleavened bread.,효모를 넣지 않은 퍽퍽한 통밀빵.
A seemingly random assortment of wild plants that form a sort of salad.,보기에는 야생 식물을 아무렇게나 담은 것 같지만 엄연히 샐러드다.
Smashed beans can work as a thickener or flavour enhancer.,으깬 콩은 증점제 혹은 화학조미료 역할을 한다.
Just because the name has 'bear' in it doesn't mean it actually contains bear.,이름에 '곰'이 들어있다고 해서 진짜로 곰이 들어 있는 건 아니다.
A brilliantly colored bulb with an earthy sweetness.,건강한 흙의 단맛이 나는 알록달록한 구근.
"Boiled sausages might not be as pretty as grilled ones, but they're still tasty.",구운 소시지보다 맛은 덜할지 몰라도 그래도 여전히 맛있습니다.
"A delicious, crispy crust hides the soft interior.",맛있고 바삭바삭한 겉면이 폭신폭신한 속을 숨기고 있다.
A bread with a camas twist for a bit of flavor and fun. ,카마스가 가미된 빵. 향과 맛이 좀 더 다채로워진다.
"A spread of evenly baked camas bulbs; soft in the middle, golden brown on the outside.","골고루 잘 구워진 카마스 구근. 겉은 노릇노릇하고, 속은 부드럽다."
Pulverized camas works as an excellent thickener or flavour enhancer.,으깬 카마스는 훌륭한 증점제 혹은 화학조미료 역할을 한다.
"The uneven flame might be mediocre for cooking, but the open flame imparts a great flavor.","불안정한 화력은 요리에 그리 좋지는 않지만, 직화는 훌륭한 맛을 부여한다."
"A by-product of milling, the germ is the reproductive part of the cereal that germinates.","제분 과정에서 생기는 부산물로, 씨눈은 발아하는 곡물의 생장점이다."
"Perhaps not the best raw vegetable to char, this beet seems to have held up well enough.","야채 중에서 그슬리는데 제일 적합한 야채는 아니지만, 그래도 이 사탕무는 할 일을 해낸 것 같다."
"A fibrous and sweet treat much like a sweet potato, though slightly blackened over the heat of a campfire.","모닥불 열기에 약간 그슬렸지만, 섬유질도 있고 고구마처럼 달달하다."
At least it doesn't have any scales any more.,적어도 이제 비늘이 남아있진 않다.
For creating fancy foams!,화려한 거품을 만들어보세요!
A warmly colored kernel studded vegetable.,따스해 보이는 알갱이들이 이 야채에 꽉 차 있다.
These deep fried corn treats are both crispy and delicious.,이 튀겨진 옥수수 간식은 바삭바삭하고 맛있다.
Dried and ground corn; it's like a courser flour.,옥수수를 말려서 빻았는데 곱게 빻은 밀가루 같네요.
"Obtained from the endosperm of the kernal, cornstarch can be used as a thickening agent for sauces.",옥수수 알의 배유에서 얻는 옥수수 녹말은 소스의 농도를 진하게 하는 증점제로 쓰인다.
Edible mushrooms that are quite tasty.,식용 버섯으로 꽤 맛있다.
Just in case you want to eat red things without eating meat.,고기가 먹고 싶은데 고기가 없을 때를 위한 샐러드.
Give me all the bacon and eggs you have.,지금 당장 가지고 있는 베이컨과 계란 다 꺼내세요.
A complete meal replacement solution.,식사를 대체 할 수 있는 완벽한 방법입니다.
A tasty treat made from corn tortillas and meat.,고기와 또띠아로 만든 맛있는 간식거리.
A prime cut of meat surrounded by pastry.,최상급 고기를 페이스트리로 감쌌다.
"A bitter, brightly colored shoot similar to asparagus.",씁쓸하면서 생생한 맛을 내는 순으로 아스파라거스와 비슷하다.
Without any leavening the flatbread isn't very puffy. But it's still tasty.,발효되지 않은 무발효 빵은 푹신푹신하지는 않으나 여전히 맛있다.
Everything is better deep fried.,푹 튀기면 모든 게 더 맛있다.
Secret's in the sauce.,소스에 비밀이 있다.
"While tomatoes are fruits, you don't usually put them in fruit salads.","토마토가 과일로 분류되긴 하지만, 대개 과일 샐러드에 토마토를 넣진 않습니다."
A bulbous fruit that used to top Saguaro cacti.,변경주선인장 꼭대기에 열린 둥글 납작한 열매.
A concentrated blast of huckleberry goodness.,월귤의 좋은 맛이 터질 듯이 농축되어 있다.
A fantastic combination of flaky crust and scrumptious berries.,바삭거리는 겉면과 아주 끝내주는 열매들의 환상적 조합.
Oil infused with flavor to enhance it.,맛을 더 좋게 하기 위해 향이 가미된 기름.
Useful for a quick chilling.,급속 냉각에 유용하다.
A small circular biscuit with a sweet huckleberry filling.,달달한 월귤로 속을 채운 작은 원형 비스킷.
For powdering high-fat liquids.,고지방 액체를 분말로 만든 것.
"Much like a huckleberry pie, but filled to the brim with succulent meat.","월귤 파이와 비슷하지만, 대신 육즙이 흘러넘치는 고기를 채워 넣었다."
A meaty stock made from the flesh of animals.,동물의 살로 우려낸 고기 육수.
"Milk, although maybe not from an animal.","우유, 동물한테 채취한 게 아닐지라도."
A plant fat extracted for use in cooking.,요리에 쓰려고 추출한 식물성 지방.
"Carefully butchered meat, ready to cook.",요리에 쓸 수 있는 세심하게 도축된 고기.
A succulent fruit coated in a rather terrifying array of spines.,무시무시한 가시를 두르고 있는 즙이 많은 열매.
A perfectly marbled piece of meat.,마블링이 완벽하게 꽃핀 고기.
A fatty cut of meat that happens to be inexplicably tastier than other cuts.,다른 부위보다 훨씬 맛있게 느껴지는 기름진 부위를 썰어놓았다.
A fatty cut of raw fish.,윤기가 도는 생선 살.
Fresh raw meat from the hunt. It should probably be cooked before being consumed.,사냥에서 얻은 신선한 고기. 먹기 전에 조리하는 게 좋다.
A trussed roast tied and ready to be cooked.,조리할 준비가 된 모양이 잘 잡힌 고기.
Ground meat stuffed into an intestine casing.,내장 안에 갈은 고기로 속을 가득 채웠다.
Chunks of extra meat.,여분의 고깃덩어리.
A cut of perfectly seared steak.,완벽하게 잘 구운 스테이크.
Meat cooked in meat juices keeps the meat juicy.,육즙으로 고기를 익혀서 고기의 육즙을 유지합니다.
Even sweet lovers don't eat sugar plain.,설탕 중독자 조차도 설탕을 그대로 먹지 않는다.
The sweetness of the fruits happens to work well with the salad.,달달한 과일은 샐러드와도 궁합이 좋습니다.
Rendered animal fat useful for more than just cooking.,정제된 동물성 지방은 요리 말고도 쓰임새가 많다.
Intelligence is knowing this is a fruit; wisdom is not putting it in a fruit salad.,"머리가 말하길 이건 과일이지만, 경험이 말하길 과일 샐러드에 넣지는 말라네요."
"A thin, unleavened flatbread.",얇고 발효되지 않은 무발효빵입니다.
Any enzyme that can be used to bond proteins together.,단백질이 서로 결합하는 데에 쓰이는 모든 효소.
An eclectic arrangement of vegetables.,다양한 야채들의 배열입니다.
Who knew plants in plant broth could be so tasty?,누가 야채 육수에 넣은 야채가 이렇게 맛있었다고 알고 있었을까요?
A hearty stock full of assorted vegetables.,여러 야채를 잔뜩 넣은 따끈한 육수.
A common grain that is significantly more useful processed.,이 흔한 곡물은 가공된 쪽이 훨씬 유용하다.
A thick stew made with a variety of vegetables.,다양한 야채들로 만들어진 걸쭉한 스튜.
"While a bunch of wilted fiddleheads may seem a bit sad, at least they're nutritious.","저 많은 고사리들을 보면 우울해지지만, 그래도 영양가가 있다."
A fungus that acts as an amazing leavening agent.,끝내주는 팽창제로 기능하는 균.
A more advanced version of the normal combustion engine that produces a greater output.,좀 더 발전된 형태의 연소기관은 기존보다 출력이 더 좋다.
Use with the bow to hunt for food (or amaze your friends by shooting apples off of their heads).,활로 사냥하여 식량을 구하세요. (아니면 친구들의 머리 위에 있는 사과를 명중시켜서 걔네들을 놀라게 하세요)
A paved surface constructed with asphalt and concrete. It's durable and extremely efficient for any wheeled vehicle.,"아스팔트와 콘크리트로 포장된 노면. 오래 가고, 바퀴 달린 모든 운송수단에 매우 효과적이다."
A vegetable or animal fat-based diesel fuel.,식물성 또는 동물성 지방으로 만들어진 디젤 연료.
A dead bison,죽은 들소입니다
Durable building material made from fired blocks and mortar.,불에 구운 벽돌과 모르타르는 내구성이 좋은 건축자재를 만들 수 있다.
Created by taking pulped plants and extruding them similarly to synthetic fibers.,식물의 섬유질을 분리해서 합성 섬유와 유사한 방법으로 압출 가공되어 제조된다.
"A black residue, consisting of carbon and any remaining ash.",탄소와 남은 재로 만들어진 검은색 잔여물.
A complex electrical component used in advanced electronics.,고급 전자 장비를 만드는 데 사용하는 복잡한 전자 부품.
A clam.,조개입니다.
A piece of rough cloth made by weaving fibers together.,섬유를 이어서 만든 거친 질감의 천 조각입니다.
An engine that generates power by combustion of fuel.,연료를 태워서 동력을 생산하는 기관.
Unrefined ore with traces of copper.,정제되지 않은 원석으로 구리조각이 섞여 있다.
A pipe for transporting liquids.,유체를 다른 곳으로 흐르게 할 수 있는 파이프.
Especially useful for industrial buildings.,산업용 건물을 만들 때 유용하다.
"Ecko, the dolphin god of Eco bugs. Handle with care and lightly sprinkle with water every so often to keep moist.","Eco의 돌고래 신 Ecko입니다, 조심스럽게 다뤄야 하며 물을 가볍게 뿌려 지속적으로 촉촉하게 유지해주세요."
A motor.,모터입니다.
A dead elk.,죽은 엘크입니다.
"A useful material for hardening, curing, and other various uses.","경화, 복구 등 다양하게 쓰이는 물질."
Plastic reinforced with glass fiber strands.,유리 섬유 가닥으로 보강된 플라스틱.
"Coated with a layer of epoxy, this steel refuses to rust.",에폭시 수지로 코팅이 된 이 강철은 이제 녹슬지 않는다.
A dead fox.,죽은 여우입니다.
"A transparent, solid material useful for more than just windows.",투명하고 단단한 재료는 창문 말고도 다른 활용처가 많다.
