English,Russian
Harvested from,Собрано из
Buy it at,Купить в
Sell it at,Продать в
Used in,Используется в
Requires {0},Требуется {0}
Ingredients,Ингредиенты
Products,Продукция
No benefits from skills,Никаких преимуществ от навыков
Ask an Expert To Craft It,Спросите эксперта в этом ремесле
{0} Project,проект {0}
Status,Статус
Recipes,Рецепты
Click to send a private message,"Нажмите, чтобы отправить личное сообщение"
Welcome to Eco!,Добро пожаловать в ECO!
Welcome back to Eco!,Добро пожаловать обратно в ECO!
World age: {0},Возраст мира: {0}
Click to view in the skill window,"Нажмите, чтобы увидеть окно навыков"
Unlocks,Разблокирует
Benefits,Преимущество
Top Users,Топ пользователей
Skills,Навыки
Produces,Производит
and {0:count} more {1:items},и ещё {0:count} {1:items}
Eyes,Глаза
Torso,Торс
Hips,Бедра
Limbs,Конечности
Jaw,Челюсть
Hide from the animals!,Скройтесь от животных!
"Capri pants (also known as three quarter pants, capris, crop pants, pedal pushers, clam-diggers, flood pants, jams, highwaters, culottes, or toreador pants) are pants that are longer than shorts but are not as long as trousers.","Штаны капри - брюки, которые длиннее шорт, но не такие длинные, как брюки. Они лишь чуть ниже колен."
Dorky sombrero that doesn't fit anyone. You feel embarrassed to wear it.,"Дурацкий сомбреро, который никому не подходит. Вы чувствуете себя в нем слишком неловко, чтобы носить его."
Cool piratey shirt that makes your biceps look bigger than they really are.,"Клёвая пиратская рубашка, в которой ваши бицепсы выглядят больше."
"Basic, ordinary, every day, run of the mill, nondescript, conventional, commonplace, humdrum, standard, middle-of-the-road, garden-variety low-top shoes.","Простые, обычные, повседневные, ширпотребные, непримечательные, типичные, банальные, скучные, стандартные, проходные, заурядные кеды."
The hair with a completely normal amount of flare.,Волосы с самым обычным блеском.
The haircut your mom always made you get before you realized you could make your own decisions.,"Стрижка, которую вам постоянно делала мама, пока вы не осознали, что можете поступить и по своему."
Belt with a square buckle.,Ремень с квадратной пряжкой.
"Knee-high boots are boots that rise to the knee, or slightly thereunder. They are generally tighter around the leg shaft and ankle than at the top.","Ботфорты - это сапоги которые доходят до колен, или чуть ниже. Обычно они туже у голени, нежели у колена."
"Sturdy pair of slim-fit pants. Trousers are an item of clothing worn from the waist to the ankles, covering both legs separately (rather than with cloth extending across both legs as in robes, skirts, and dresses).","Прочные брюки с узкой посадкой. Брюки - это элемент одежды, которые носят от талии до щиколотки, ткань которых охватывает каждую ногу отдельно (а не свисает вокруг обеих ног, как у робы, юбки или платья)."
Lighter pack that causes lower calorie consumption.,"Облегчённый рюкзак, для лёгкой работы. (Снижает потребление калорий.)"
